LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_mean_2001,HHI_mean_2002,HHI_mean_2003,HHI_mean_2004,HHI_mean_2005,HHI_mean_2006,HHI_mean_2007,HHI_mean_2008,HHI_mean_2009,HHI_mean_2010,HHI_mean_2011,HHI_mean_2012
E01000716,Bromley 011C,E09000006,Bromley,38710,39230,41000,43540,44330,47110,47940,51410,51450,53420,55350,56550
E01000717,Bromley 011D,E09000006,Bromley,38040,38410,40000,42340,42970,45520,46190,49380,49290,51040,52760,53780
E01000718,Bromley 006E,E09000006,Bromley,32960,33270,34660,36710,37290,39560,40210,43070,43080,44710,46330,47350
E01000719,Bromley 019A,E09000006,Bromley,28830,28970,30050,31710,32110,33960,34420,36770,36680,37960,39230,39980
E01000720,Bromley 019B,E09000006,Bromley,28320,28360,29330,30850,31150,32850,33200,35380,35200,36350,37480,38110
E01000721,Bromley 019C,E09000006,Bromley,26130,26210,27150,28620,28950,30600,30990,33100,33010,34170,35310,35990
E01000722,Bromley 023A,E09000006,Bromley,30110,30390,31650,33510,34030,36080,36640,39210,39160,40580,41980,42810
E01000723,Bromley 029A,E09000006,Bromley,31380,31540,32720,34510,34900,36870,37310,39790,39620,40930,42210,42920
E01000724,Bromley 019D,E09000006,Bromley,26470,26620,27650,29220,29620,31380,31860,34090,34060,35320,36560,37320
E01000725,Bromley 023B,E09000006,Bromley,30120,30310,31470,33230,33660,35590,36060,38490,38360,39660,40940,41670
E01000726,Bromley 029B,E09000006,Bromley,32190,32460,33780,35740,36270,38420,38990,41690,41620,43100,44550,45410
E01000727,Bromley 028A,E09000006,Bromley,33300,33570,34910,36890,37380,39550,40070,42780,42640,44090,45510,46320
E01000728,Bromley 019E,E09000006,Bromley,28460,28690,29870,31620,32120,34080,34650,37120,37130,38530,39920,40770
E01000729,Bromley 014A,E09000006,Bromley,25800,25880,26810,28270,28600,30240,30640,32730,32650,33810,34950,35630
E01000730,Bromley 014B,E09000006,Bromley,25820,26010,27060,28640,29090,30870,31390,33650,33680,34980,36270,37080
E01000731,Bromley 023C,E09000006,Bromley,28440,28730,29950,31740,32270,34250,34820,37310,37310,38710,40080,40920
E01000732,Bromley 023D,E09000006,Bromley,32210,32570,33980,36040,36650,38910,39560,42370,42360,43930,45460,46380
E01000733,Bromley 023E,E09000006,Bromley,30000,30300,31590,33490,34040,36130,36730,39350,39340,40810,42250,43120
E01000734,Bromley 028B,E09000006,Bromley,32190,32730,34330,36590,37380,39860,40700,43790,43960,45770,47570,48730
E01000735,Bromley 014C,E09000006,Bromley,27520,27680,28750,30380,30800,32630,33120,35440,35400,36700,37980,38760
E01000736,Bromley 010C,E09000006,Bromley,28970,29250,30480,32310,32840,34860,35460,38010,38030,39490,40920,41820
E01000737,Bromley 010D,E09000006,Bromley,29960,30040,31090,32720,33040,34850,35230,37540,37350,38570,39760,40440
E01000738,Bromley 014D,E09000006,Bromley,29330,29510,30650,32390,32840,34770,35280,37720,37660,39010,40340,41130
E01000739,Bromley 014E,E09000006,Bromley,26030,26200,27230,28790,29220,30980,31470,33710,33710,34980,36240,37020
E01000740,Bromley 005A,E09000006,Bromley,28780,29210,30580,32540,33190,35340,36030,38690,38770,40300,41800,42750
E01000741,Bromley 005B,E09000006,Bromley,29080,29570,31010,33050,33770,36010,36760,39530,39660,41280,42870,43890
E01000742,Bromley 005C,E09000006,Bromley,30110,30610,32090,34200,34940,37240,38000,40850,40970,42620,44250,45290
E01000743,Bromley 009A,E09000006,Bromley,26830,26950,27950,29500,29870,31610,32050,34260,34200,35430,36650,37390
E01000744,Bromley 009B,E09000006,Bromley,26230,26300,27230,28700,29020,30670,31060,33170,33080,34240,35390,36080
E01000745,Bromley 005D,E09000006,Bromley,31550,32060,33590,35780,36520,38910,39680,42620,42720,44410,46070,47110
E01000746,Bromley 005E,E09000006,Bromley,31780,32380,34030,36340,37190,39710,40590,43700,43900,45720,47530,48690
E01000747,Bromley 042B,E09000006,Bromley,38840,39120,40630,42910,43450,45940,46520,49650,49470,51130,52750,53670
E01000748,Bromley 042C,E09000006,Bromley,37760,38180,39820,42220,42930,45580,46350,49670,49680,51560,53410,54550
E01000749,Bromley 036A,E09000006,Bromley,37400,37690,39200,41450,42030,44500,45140,48250,48150,49850,51520,52510
E01000750,Bromley 036B,E09000006,Bromley,31990,32310,33670,35700,36300,38550,39230,42070,42130,43780,45430,46480
E01000751,Bromley 036C,E09000006,Bromley,36830,37260,38880,41250,41960,44570,45350,48620,48660,50520,52360,53500
E01000752,Bromley 036D,E09000006,Bromley,36090,36400,37880,40080,40680,43100,43760,46820,46770,48470,50150,51170
E01000753,Bromley 031A,E09000006,Bromley,38890,39680,41740,44600,45650,48740,49810,53610,53830,56050,58230,59630
E01000754,Bromley 031B,E09000006,Bromley,37340,37970,39800,42370,43220,46010,46880,50310,50370,52320,54220,55400
E01000755,Bromley 031C,E09000006,Bromley,37310,38190,40290,43170,44310,47440,48620,52470,52820,55140,57430,58950
E01000756,Bromley 033D,E09000006,Bromley,40340,41540,44040,47400,48820,52430,53850,58220,58690,61340,63940,65680
E01000757,Bromley 031D,E09000006,Bromley,40060,40860,42950,45860,46910,50050,51110,54960,55140,57360,59530,60900
E01000758,Bromley 031E,E09000006,Bromley,38980,39780,41850,44710,45760,48860,49930,53730,53930,56140,58310,59680
E01000759,Bromley 034A,E09000006,Bromley,38880,39470,41320,43960,44840,47740,48670,52290,52420,54520,56600,57930
E01000760,Bromley 034B,E09000006,Bromley,36510,37110,38910,41460,42350,45150,46110,49600,49800,51870,53920,55260
E01000761,Bromley 034C,E09000006,Bromley,38830,39310,41040,43540,44300,47040,47840,51270,51290,53220,55120,56290
E01000762,Bromley 018D,E09000006,Bromley,36490,37330,39370,42170,43280,46350,47510,51280,51650,53960,56240,57790
E01000763,Bromley 027A,E09000006,Bromley,39170,39790,41680,44370,45280,48230,49190,52850,52990,55120,57220,58560
E01000764,Bromley 027B,E09000006,Bromley,35070,35710,37480,39990,40900,43660,44630,48070,48310,50370,52410,53760
E01000765,Bromley 034D,E09000006,Bromley,37940,38580,40460,43120,44060,46990,48000,51650,51880,54060,56220,57650
E01000766,Bromley 027C,E09000006,Bromley,39530,40240,42240,45050,46060,49130,50190,54000,54210,56450,58660,60090
E01000767,Bromley 027D,E09000006,Bromley,39530,40180,42110,44840,45780,48770,49760,53480,53640,55800,57940,59310
E01000768,Bromley 034E,E09000006,Bromley,38900,39450,41260,43860,44700,47550,48440,51990,52080,54120,56130,57390
E01000769,Bromley 024A,E09000006,Bromley,37720,38310,40120,42700,43570,46410,47330,50850,50990,53040,55060,56350
E01000770,Bromley 012D,E09000006,Bromley,39920,40790,42960,45950,47100,50360,51530,55540,55840,58220,60570,62110
E01000771,Bromley 041C,E09000006,Bromley,39510,40120,42010,44700,45580,48510,49440,53080,53180,55260,57310,58600
E01000772,Bromley 012E,E09000006,Bromley,38970,39730,41750,44570,45580,48640,49680,53440,53630,55810,57960,59330
E01000773,Bromley 024B,E09000006,Bromley,37850,38390,40160,42700,43520,46300,47170,50640,50730,52720,54690,55930
E01000774,Bromley 041D,E09000006,Bromley,36540,37210,39070,41690,42640,45520,46520,50090,50330,52450,54550,55930
E01000775,Bromley 024C,E09000006,Bromley,42780,43170,44930,47520,48180,50980,51650,55120,54900,56720,58480,59430
E01000777,Bromley 024D,E09000006,Bromley,37330,37890,39670,42200,43040,45820,46710,50180,50300,52310,54290,55550
E01000778,Bromley 024E,E09000006,Bromley,34530,35050,36700,39060,39850,42450,43300,46530,46670,48560,50430,51630
E01000779,Bromley 001A,E09000006,Bromley,31630,32000,33410,35480,36130,38410,39120,41980,42040,43680,45290,46300
E01000780,Bromley 001B,E09000006,Bromley,28190,28510,29760,31610,32200,34250,34910,37490,37580,39090,40580,41540
E01000781,Bromley 001C,E09000006,Bromley,26500,26770,27920,29620,30150,32050,32640,35040,35110,36500,37880,38770
E01000782,Bromley 001D,E09000006,Bromley,25640,25890,26990,28620,29120,30950,31520,33830,33900,35250,36580,37440
E01000783,Bromley 001E,E09000006,Bromley,26680,26880,27960,29590,30040,31850,32370,34660,34660,35960,37250,38050
E01000784,Bromley 002E,E09000006,Bromley,35210,35510,36950,39090,39650,42000,42620,45570,45490,47110,48710,49660
E01000785,Bromley 001F,E09000006,Bromley,26860,27140,28310,30050,30590,32530,33140,35580,35660,37080,38490,39390
E01000786,Bromley 032A,E09000006,Bromley,36310,36570,38000,40140,40650,42980,43530,46440,46250,47780,49270,50090
E01000787,Bromley 029C,E09000006,Bromley,30390,30710,32030,33960,34540,36680,37320,40020,40050,41590,43110,44070
E01000788,Bromley 029D,E09000006,Bromley,33180,33430,34740,36720,37220,39390,39940,42680,42570,44060,45520,46380
E01000789,Bromley 032B,E09000006,Bromley,27540,27760,28880,30550,31010,32870,33380,35740,35720,37050,38360,39170
E01000790,Bromley 028C,E09000006,Bromley,36540,36820,38270,40430,40940,43280,43820,46750,46540,48070,49560,50380
E01000791,Bromley 029E,E09000006,Bromley,32330,32730,34200,36320,37000,39340,40070,43000,43070,44750,46410,47440
E01000792,Bromley 032C,E09000006,Bromley,31560,32090,33650,35870,36670,39130,39980,43040,43240,45050,46850,48020
E01000793,Bromley 032D,E09000006,Bromley,37730,38150,39790,42190,42880,45500,46230,49480,49430,51220,52960,53990
E01000794,Bromley 035E,E09000006,Bromley,38320,38770,40440,42860,43540,46170,46870,50120,50030,51790,53520,54520
E01000795,Bromley 032E,E09000006,Bromley,33880,34230,35680,37810,38420,40760,41420,44350,44330,45960,47570,48540
E01000796,Bromley 009C,E09000006,Bromley,26240,26480,27600,29270,29780,31660,32250,34630,34720,36120,37520,38430
E01000797,Bromley 013E,E09000006,Bromley,36440,37030,38810,41330,42190,44940,45850,49260,49400,51380,53340,54580
E01000798,Bromley 009D,E09000006,Bromley,26080,26140,27070,28530,28870,30520,30930,33050,32990,34180,35370,36100
E01000799,Bromley 004A,E09000006,Bromley,31340,31890,33470,35710,36510,38950,39790,42820,43000,44780,46540,47680
E01000800,Bromley 009E,E09000006,Bromley,29810,29900,30960,32620,32980,34830,35260,37620,37490,38780,40050,40790
E01000801,Bromley 015E,E09000006,Bromley,29410,29860,31280,33330,34050,36330,37140,40000,40210,41940,43670,44830
E01000802,Bromley 004B,E09000006,Bromley,31880,32430,34020,36270,37070,39540,40370,43430,43590,45380,47140,48280
E01000803,Bromley 004C,E09000006,Bromley,32210,32810,34470,36800,37660,40210,41110,44270,44480,46360,48210,49420
E01000804,Bromley 004D,E09000006,Bromley,36020,36700,38560,41160,42110,44940,45920,49410,49610,51640,53640,54920
E01000805,Bromley 004E,E09000006,Bromley,30510,31150,32790,35080,35970,38490,39430,42540,42820,44690,46550,47790
E01000806,Bromley 009F,E09000006,Bromley,27880,28140,29330,31100,31640,33630,34240,36760,36840,38320,39790,40740
E01000807,Bromley 022C,E09000006,Bromley,42330,42910,44830,47600,48450,51470,52350,56110,56130,58250,60340,61620
E01000808,Bromley 025A,E09000006,Bromley,40610,41450,43610,46590,47690,50940,52080,56080,56340,58700,61040,62560
E01000809,Bromley 022D,E09000006,Bromley,39240,39860,41740,44410,45300,48220,49160,52800,52920,55030,57110,58440
E01000810,Bromley 025B,E09000006,Bromley,43480,44210,46320,49300,50270,53490,54470,58430,58470,60690,62860,64180
E01000811,Bromley 025C,E09000006,Bromley,37480,38370,40480,43390,44550,47730,48940,52860,53270,55680,58070,59710
E01000812,Bromley 028D,E09000006,Bromley,37230,37790,39560,42090,42940,45720,46620,50090,50230,52260,54270,55570
E01000813,Bromley 025D,E09000006,Bromley,39130,39790,41710,44400,45300,48220,49150,52760,52850,54920,56950,58220
E01000814,Bromley 028E,E09000006,Bromley,43710,44380,46470,49440,50410,53640,54650,58660,58740,61020,63250,64630
E01000815,Bromley 025E,E09000006,Bromley,45810,46520,48680,51730,52680,55970,56930,60980,60950,63180,65350,66630
E01000816,Bromley 040A,E09000006,Bromley,33860,34210,35660,37790,38410,40770,41440,44400,44400,46070,47720,48730
E01000818,Bromley 040B,E09000006,Bromley,36440,36760,38260,40490,41090,43530,44170,47240,47150,48830,50470,51440
E01000819,Bromley 040C,E09000006,Bromley,31210,31440,32690,34570,35060,37150,37700,40340,40300,41770,43230,44120
E01000820,Bromley 008C,E09000006,Bromley,36440,36860,38440,40760,41420,43940,44640,47780,47730,49470,51170,52180
E01000822,Bromley 008D,E09000006,Bromley,35390,35810,37380,39650,40320,42800,43520,46610,46600,48330,50040,51080
E01000823,Bromley 008E,E09000006,Bromley,37060,37600,39330,41820,42610,45320,46160,49520,49580,51490,53370,54530
E01000824,Bromley 008F,E09000006,Bromley,36060,36480,38060,40360,41030,43540,44240,47370,47340,49080,50790,51820
E01000825,Bromley 008G,E09000006,Bromley,35390,35760,37270,39490,40110,42520,43180,46200,46140,47800,49440,50420
E01000826,Bromley 021A,E09000006,Bromley,46300,47190,49570,52870,54020,57580,58740,63110,63250,65740,68170,69680
E01000827,Bromley 021B,E09000006,Bromley,39130,39780,41690,44370,45250,48150,49040,52620,52690,54720,56720,57960
E01000828,Bromley 011E,E09000006,Bromley,39290,39720,41420,43890,44590,47290,48040,51420,51370,53240,55090,56200
E01000829,Bromley 018E,E09000006,Bromley,39330,40020,41960,44710,45630,48600,49550,53210,53310,55400,57460,58740
E01000830,Bromley 021C,E09000006,Bromley,48830,49560,51850,55080,56060,59530,60510,64770,64680,66990,69230,70520
E01000831,Bromley 021D,E09000006,Bromley,39480,40230,42250,45060,46050,49100,50110,53880,54050,56240,58400,59790
E01000832,Bromley 030A,E09000006,Bromley,40210,40660,42400,44950,45690,48490,49300,52810,52810,54790,56740,57940
E01000833,Bromley 021E,E09000006,Bromley,43160,44030,46280,49400,50520,53900,55040,59180,59370,61780,64130,65630
E01000834,Bromley 027E,E09000006,Bromley,39230,40010,42070,44950,46030,49200,50340,54250,54560,56920,59240,60790
E01000835,Bromley 030B,E09000006,Bromley,37900,38430,40200,42740,43570,46360,47260,50770,50900,52940,54970,56270
E01000836,Bromley 030C,E09000006,Bromley,40550,41080,42920,45570,46400,49320,50210,53870,53940,56040,58110,59410
E01000837,Bromley 030D,E09000006,Bromley,37320,37760,39410,41810,42530,45180,45970,49290,49330,51230,53100,54280
E01000838,Bromley 030E,E09000006,Bromley,38330,38860,40630,43190,44020,46830,47730,51250,51370,53410,55440,56730
E01000839,Bromley 030F,E09000006,Bromley,42440,42860,44650,47270,47980,50850,51620,55210,55120,57100,59040,60180
E01000840,Bromley 030G,E09000006,Bromley,40540,40820,42400,44780,45340,47930,48540,51810,51620,53370,55070,56040
E01000841,Bromley 030H,E09000006,Bromley,39200,39730,41530,44120,44940,47790,48670,52240,52330,54380,56410,57690
E01032562,Bromley 040D,E09000006,Bromley,28070,28350,29550,31330,31870,33850,34450,36970,37030,38490,39950,40880
E01032563,Bromley 040E,E09000006,Bromley,37680,38070,39670,42030,42700,45300,46020,49270,49230,51030,52800,53870
E01032568,Bromley 041E,E09000006,Bromley,31850,32340,33860,36050,36790,39190,39990,43000,43160,44940,46700,47860
E01032570,Bromley 042D,E09000006,Bromley,37230,37470,38890,41040,41540,43900,44450,47440,47280,48890,50470,51380
E01000842,Camden 011A,E09000007,Camden,56490,57920,61170,65570,67310,72040,73770,79520,79960,83360,86700,88860
E01000843,Camden 014A,E09000007,Camden,53880,54410,56660,59970,60850,64470,65410,69950,69820,72320,74790,76270
E01000844,Camden 011B,E09000007,Camden,57630,58940,62080,66380,67970,72570,74140,79750,80000,83230,86380,88360
E01000845,Camden 014B,E09000007,Camden,54900,55550,57960,61460,62470,66280,67350,72100,72060,74710,77330,78920
E01000846,Camden 014C,E09000007,Camden,48250,48880,51080,54270,55290,58820,59950,64410,64600,67250,69890,71640
E01000847,Camden 014D,E09000007,Camden,51920,52300,54340,57390,58110,61440,62220,66400,66150,68390,70580,71830
E01000848,Camden 011C,E09000007,Camden,57010,58370,61560,65910,67570,72230,73890,79570,79930,83250,86510,88600
E01000849,Camden 011D,E09000007,Camden,50960,52350,55400,59500,61200,65620,67330,72720,73270,76530,79760,81920
E01000850,Camden 026A,E09000007,Camden,48880,49570,51860,55170,56280,59940,61140,65730,65960,68680,71390,73170
E01000851,Camden 026B,E09000007,Camden,44040,44640,46690,49660,50650,53930,55000,59100,59290,61700,64100,65660
E01000852,Camden 026C,E09000007,Camden,44200,44330,45890,48300,48760,51390,51900,55230,54870,56570,58230,59110
E01000853,Camden 025A,E09000007,Camden,36890,37450,39250,41850,42800,45720,46790,50460,50810,53080,55350,56920
E01000854,Camden 026D,E09000007,Camden,40800,41160,42860,45400,46120,48940,49750,53320,53350,55400,57440,58740
E01000855,Camden 028A,E09000007,Camden,41760,42470,44550,47500,48560,51810,52930,56970,57230,59630,62020,63590
E01000856,Camden 019A,E09000007,Camden,38070,38570,40320,42870,43720,46550,47470,51010,51170,53250,55320,56670
E01000857,Camden 018A,E09000007,Camden,48710,49890,52650,56440,57960,62080,63640,68680,69150,72180,75180,77170
E01000858,Camden 018B,E09000007,Camden,36350,37320,39510,42490,43780,47050,48410,52440,53000,55550,58080,59860
E01000859,Camden 018C,E09000007,Camden,55040,56230,59220,63330,64890,69360,70950,76430,76800,80040,83240,85320
E01000860,Camden 018D,E09000007,Camden,49220,50190,52760,56350,57650,61540,62880,67660,67920,70710,73460,75220
E01000861,Camden 019B,E09000007,Camden,41110,41430,43090,45570,46210,48930,49620,53020,52880,54720,56530,57580
E01000862,Camden 018E,E09000007,Camden,54590,55740,58670,62700,64190,68540,70030,75340,75610,78680,81680,83570
E01000863,Camden 021A,E09000007,Camden,45560,46420,48760,52040,53230,56800,58010,62390,62600,65120,67580,69120
E01000864,Camden 015A,E09000007,Camden,45380,45860,47820,50690,51520,54670,55570,59520,59500,61730,63920,65270
E01000865,Camden 015B,E09000007,Camden,47290,47960,50180,53370,54420,57920,59040,63410,63560,66100,68610,70210
E01000866,Camden 009A,E09000007,Camden,40710,41200,43040,45710,46570,49550,50500,54240,54390,56590,58770,60180
E01000867,Camden 015C,E09000007,Camden,38220,38510,40050,42350,42960,45500,46170,49380,49310,51100,52860,53940
E01000868,Camden 015D,E09000007,Camden,34760,35130,36650,38890,39580,42080,42860,46010,46120,47970,49820,51020
E01000869,Camden 015E,E09000007,Camden,45270,45610,47410,50100,50770,53720,54450,58150,57970,59970,61920,63050
E01000870,Camden 009B,E09000007,Camden,40300,40740,42490,45080,45870,48740,49630,53250,53340,55450,57540,58880
E01000871,Camden 005A,E09000007,Camden,52790,53700,56290,59920,61120,65040,66260,71090,71170,73900,76570,78220
E01000872,Camden 005B,E09000007,Camden,46800,47280,49240,52100,52830,55910,56660,60490,60290,62340,64350,65510
E01000873,Camden 005C,E09000007,Camden,53590,54650,57420,61280,62650,66810,68210,73340,73570,76550,79480,81360
E01000874,Camden 005D,E09000007,Camden,57320,58240,60980,64850,66060,70210,71440,76550,76540,79380,82160,83840
E01000875,Camden 013A,E09000007,Camden,45130,45430,47190,49850,50500,53430,54150,57860,57710,59740,61740,62930
E01000876,Camden 013B,E09000007,Camden,39910,40310,42020,44540,45290,48090,48920,52460,52510,54550,56570,57860
E01000877,Camden 005E,E09000007,Camden,54010,55200,58150,62210,63770,68200,69820,75300,75770,79090,82400,84630
E01000878,Camden 004A,E09000007,Camden,62640,63380,66090,70010,71080,75320,76440,81730,81580,84480,87350,89060
E01000879,Camden 004B,E09000007,Camden,63580,64610,67660,71970,73370,78050,79500,85320,85460,88800,92110,94200
