LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_median_2001,HHI_median_2002,HHI_median_2003,HHI_median_2004,HHI_median_2005,HHI_median_2006,HHI_median_2007,HHI_median_2008,HHI_median_2009,HHI_median_2010,HHI_median_2011,HHI_median_2012
E01003902,Richmond upon Thames 015E,E09000027,Richmond upon Thames,29490,30070,31080,33060,33260,35330,36510,37780,39560,40770,42890,43830
E01003903,Richmond upon Thames 015F,E09000027,Richmond upon Thames,29090,29560,30450,32280,32380,34290,35330,36470,38100,39160,41110,41930
E01003904,Richmond upon Thames 015G,E09000027,Richmond upon Thames,31260,31710,32600,34500,34530,36500,37540,38670,40310,41360,43330,44100
E01003905,Richmond upon Thames 010A,E09000027,Richmond upon Thames,29020,29480,30360,32190,32280,34190,35230,36360,37990,39050,40990,41810
E01003906,Richmond upon Thames 010B,E09000027,Richmond upon Thames,27880,28390,29320,31160,31330,33260,34350,35540,37200,38330,40310,41190
E01003907,Richmond upon Thames 010C,E09000027,Richmond upon Thames,26320,26720,27510,29160,29250,30980,31930,32980,34460,35450,37240,38010
E01003908,Richmond upon Thames 010D,E09000027,Richmond upon Thames,29710,30130,31000,32820,32860,34760,35760,36870,38450,39480,41380,42150
E01003909,Richmond upon Thames 010E,E09000027,Richmond upon Thames,29620,30050,30920,32740,32800,34700,35710,36820,38420,39450,41360,42130
E01003910,Richmond upon Thames 011D,E09000027,Richmond upon Thames,29810,30350,31320,33270,33420,35450,36580,37810,39550,40720,42800,43710
E01033570,Richmond upon Thames 004G,E09000027,Richmond upon Thames,35180,35410,36140,37960,37720,39580,40410,41330,42770,43570,45310,45780
E01033571,Richmond upon Thames 004H,E09000027,Richmond upon Thames,33350,33780,34710,36700,36710,38780,39870,41060,42790,43900,45980,46790
E01003911,Southwark 020A,E09000028,Southwark,23900,24220,24920,26400,26480,28070,28940,29900,31270,32180,33830,34540
E01003912,Southwark 019A,E09000028,Southwark,21670,21810,22290,23480,23410,24680,25320,26040,27110,27800,29110,29620
E01003913,Southwark 024A,E09000028,Southwark,28190,28800,29850,31830,32100,34170,35370,36670,38450,39680,41800,42770
E01003914,Southwark 024B,E09000028,Southwark,27810,28360,29320,31210,31410,33370,34480,35670,37340,38450,40430,41280
E01003915,Southwark 024C,E09000028,Southwark,23340,23910,24840,26550,26840,28640,29730,30890,32480,33590,35460,36370
E01003916,Southwark 020B,E09000028,Southwark,24330,24690,25440,27000,27110,28760,29680,30700,32120,33080,34790,35540
E01003917,Southwark 020C,E09000028,Southwark,23450,23930,24790,26450,26710,28490,29560,30730,32320,33460,35360,36300
E01003918,Southwark 020D,E09000028,Southwark,20710,21060,21750,23140,23300,24780,25650,26610,27930,28850,30430,31170
E01003919,Southwark 021A,E09000028,Southwark,25740,26080,26820,28410,28480,30150,31070,32070,33500,34440,36160,36880
E01003920,Southwark 021B,E09000028,Southwark,20500,20860,21560,22950,23130,24620,25500,26470,27800,28730,30320,31090
E01003921,Southwark 021C,E09000028,Southwark,21550,21910,22610,24040,24190,25720,26610,27580,28920,29850,31470,32220
E01003922,Southwark 021D,E09000028,Southwark,22280,22650,23370,24840,24990,26550,27450,28430,29800,30740,32370,33110
E01003923,Southwark 017A,E09000028,Southwark,24340,24870,25780,27520,27780,29610,30700,31880,33490,34600,36500,37400
E01003924,Southwark 021E,E09000028,Southwark,21340,21530,22060,23290,23280,24590,25270,26030,27140,27850,29190,29730
E01003925,Southwark 020E,E09000028,Southwark,20790,21220,21990,23470,23710,25310,26280,27350,28790,29830,31550,32420
E01003926,Southwark 021F,E09000028,Southwark,21560,21940,22660,24120,24300,25860,26780,27780,29170,30140,31790,32580
E01003927,Southwark 002A,E09000028,Southwark,25530,26300,27480,29540,30010,32180,33550,35010,36940,38340,40600,41750
E01003929,Southwark 002B,E09000028,Southwark,27510,28240,29400,31490,31890,34080,35420,36850,38760,40110,42360,43430
E01003930,Southwark 034A,E09000028,Southwark,25220,25680,26530,28220,28410,30200,31230,32350,33920,34990,36850,37700
E01003932,Southwark 034B,E09000028,Southwark,22710,23140,23930,25490,25680,27340,28310,29360,30820,31830,33570,34390
E01003933,Southwark 034C,E09000028,Southwark,26840,27260,28100,29810,29930,31730,32720,33800,35330,36330,38140,38890
E01003934,Southwark 002C,E09000028,Southwark,28560,29170,30220,32220,32490,34590,35820,37150,38980,40250,42420,43430
E01003935,Southwark 002D,E09000028,Southwark,28120,28820,29960,32050,32420,34620,35950,37370,39300,40650,42920,44010
E01003936,Southwark 009A,E09000028,Southwark,31130,31830,33000,35210,35530,37860,39230,40710,42730,44120,46510,47610
E01003937,Southwark 009B,E09000028,Southwark,27850,28220,29000,30700,30740,32510,33450,34470,35950,36900,38670,39370
E01003938,Southwark 006A,E09000028,Southwark,23870,24370,25250,26940,27190,28990,30070,31230,32820,33950,35840,36760
E01003939,Southwark 002E,E09000028,Southwark,28070,28620,29600,31500,31710,33690,34800,36000,37680,38780,40750,41590
E01003940,Southwark 006B,E09000028,Southwark,22570,22960,23710,25210,25360,26950,27860,28850,30240,31180,32830,33580
E01003941,Southwark 006C,E09000028,Southwark,25750,26480,27620,29640,30090,32250,33600,35060,36990,38380,40650,41800
E01003942,Southwark 006D,E09000028,Southwark,23720,24030,24690,26140,26190,27720,28540,29440,30740,31590,33150,33800
E01003943,Southwark 009C,E09000028,Southwark,21910,22280,22990,24450,24600,26150,27040,28020,29380,30320,31950,32700
E01003945,Southwark 033A,E09000028,Southwark,30500,31130,32200,34280,34500,36660,37880,39190,41010,42220,44370,45290
E01003946,Southwark 033B,E09000028,Southwark,30300,30930,32020,34110,34350,36530,37780,39120,40980,42240,44450,45430
E01003947,Southwark 033C,E09000028,Southwark,23820,24290,25110,26720,26900,28590,29560,30610,32070,33070,34810,35600
E01003948,Southwark 033D,E09000028,Southwark,29350,29940,30960,32950,33160,35230,36400,37670,39430,40620,42710,43620
E01003949,Southwark 032A,E09000028,Southwark,29680,30210,31190,33140,33300,35330,36470,37700,39440,40590,42650,43540
E01003950,Southwark 032B,E09000028,Southwark,25110,25490,26250,27840,27930,29610,30530,31550,32990,33950,35690,36440
E01003951,Southwark 033E,E09000028,Southwark,32450,33090,34220,36400,36620,38890,40160,41530,43440,44710,46980,47940
E01003952,Southwark 030A,E09000028,Southwark,31860,32580,33790,36050,36390,38770,40180,41720,43820,45290,47790,48980
E01003953,Southwark 028A,E09000028,Southwark,30170,30960,32210,34480,34890,37270,38710,40260,42350,43830,46300,47500
E01003954,Southwark 030B,E09000028,Southwark,31260,31960,33120,35320,35630,37940,39310,40790,42820,44230,46660,47800
E01003955,Southwark 028B,E09000028,Southwark,30150,30870,32050,34240,34580,36860,38210,39660,41640,43020,45360,46450
E01003956,Southwark 030C,E09000028,Southwark,31310,32060,33280,35540,35900,38290,39710,41250,43360,44830,47330,48530
E01003957,Southwark 032C,E09000028,Southwark,29970,30670,31820,33970,34310,36580,37930,39390,41390,42790,45150,46280
E01003958,Southwark 032D,E09000028,Southwark,29830,30500,31640,33770,34090,36340,37680,39140,41120,42510,44870,46000
E01003960,Southwark 012A,E09000028,Southwark,25560,25820,26480,27970,27960,29530,30340,31240,32550,33380,34960,35580
E01003961,Southwark 012B,E09000028,Southwark,20760,21040,21640,22930,23010,24390,25150,26000,27200,28000,29440,30080
E01003963,Southwark 016A,E09000028,Southwark,20590,20860,21460,22740,22820,24190,24960,25800,26990,27790,29230,29850
E01003964,Southwark 015A,E09000028,Southwark,23050,23480,24270,25850,26060,27740,28740,29830,31320,32370,34160,35010
E01003966,Southwark 015B,E09000028,Southwark,21850,22100,22700,24020,24050,25460,26210,27050,28250,29040,30480,31090
E01003967,Southwark 016B,E09000028,Southwark,20350,20670,21320,22650,22790,24230,25070,25990,27270,28160,29700,30430
E01003968,Southwark 015C,E09000028,Southwark,20290,20520,21070,22300,22340,23660,24380,25180,26330,27100,28490,29100
E01003969,Southwark 017B,E09000028,Southwark,24450,24860,25650,27250,27390,29080,30020,31050,32490,33460,35170,35920
E01003970,Southwark 016C,E09000028,Southwark,20220,20610,21340,22750,22970,24500,25430,26450,27840,28840,30500,31330
E01003971,Southwark 015D,E09000028,Southwark,19140,19430,20040,21290,21410,22760,23540,24400,25590,26420,27850,28520
E01003972,Southwark 016D,E09000028,Southwark,22150,22570,23350,24880,25090,26730,27700,28760,30220,31240,32970,33810
E01003973,Southwark 016E,E09000028,Southwark,20670,21070,21810,23250,23460,25010,25940,26950,28330,29300,30940,31730
E01003974,Southwark 015E,E09000028,Southwark,19750,20160,20880,22290,22520,24040,24970,25990,27370,28360,30000,30830
E01003975,Southwark 004A,E09000028,Southwark,21450,21810,22510,23950,24130,25690,26620,27660,29080,30090,31810,32660
E01003976,Southwark 003A,E09000028,Southwark,25250,26130,27380,29490,30000,32180,33530,34960,36840,38170,40340,41390
E01003977,Southwark 010A,E09000028,Southwark,21680,22020,22720,24140,24280,25790,26670,27620,28950,29860,31460,32190
E01003978,Southwark 004B,E09000028,Southwark,25620,25950,26670,28250,28320,30010,30940,31970,33440,34420,36190,36960
E01003979,Southwark 006E,E09000028,Southwark,26140,26520,27310,28950,29030,30760,31690,32720,34180,35130,36870,37600
E01003980,Southwark 013A,E09000028,Southwark,23120,23310,23850,25150,25090,26440,27110,27860,28960,29630,30960,31410
E01003981,Southwark 006F,E09000028,Southwark,25090,25540,26370,28040,28210,29970,30980,32070,33600,34630,36450,37260
E01003983,Southwark 018A,E09000028,Southwark,19710,19980,20580,21830,21930,23260,24020,24850,26010,26800,28190,28810
E01003984,Southwark 023A,E09000028,Southwark,22020,22400,23140,24610,24760,26320,27210,28190,29530,30450,32050,32760
E01003986,Southwark 011A,E09000028,Southwark,19850,20000,20480,21620,21620,22850,23520,24270,25350,26080,27400,27970
E01003987,Southwark 011B,E09000028,Southwark,21000,21180,21690,22900,22900,24200,24900,25690,26820,27580,28950,29530
E01003988,Southwark 018B,E09000028,Southwark,20930,21190,21770,23050,23110,24470,25210,26030,27200,27960,29360,29950
E01003989,Southwark 018C,E09000028,Southwark,21130,21380,21970,23250,23300,24660,25400,26210,27380,28140,29540,30120
E01003990,Southwark 018D,E09000028,Southwark,20620,20950,21610,22960,23090,24540,25360,26260,27520,28370,29870,30540
E01003991,Southwark 017C,E09000028,Southwark,21200,21500,22130,23460,23540,24960,25740,26610,27830,28650,30120,30760
E01003992,Southwark 014A,E09000028,Southwark,21600,21990,22720,24170,24340,25880,26770,27740,29090,30020,31620,32360
E01003993,Southwark 017D,E09000028,Southwark,20760,21160,21880,23310,23500,25020,25920,26900,28250,29200,30810,31580
E01003994,Southwark 012E,E09000028,Southwark,22390,22680,23330,24710,24780,26250,27060,27950,29210,30050,31570,32210
E01003995,Southwark 014B,E09000028,Southwark,23380,23820,24630,26210,26400,28080,29050,30110,31570,32580,34320,35130
E01003997,Southwark 017E,E09000028,Southwark,24800,25210,26000,27620,27750,29450,30410,31450,32920,33910,35660,36430
E01003998,Southwark 014D,E09000028,Southwark,26510,26990,27880,29640,29810,31670,32720,33860,35450,36520,38410,39240
E01003999,Southwark 014E,E09000028,Southwark,24160,24530,25280,26830,26940,28560,29460,30440,31830,32750,34410,35110
E01004000,Southwark 026A,E09000028,Southwark,22830,23210,23970,25490,25650,27280,28230,29260,30700,31700,33420,34230
E01004001,Southwark 026B,E09000028,Southwark,21190,21580,22310,23760,23960,25520,26460,27480,28880,29880,31560,32390
E01004002,Southwark 029A,E09000028,Southwark,27560,28090,29040,30910,31110,33070,34180,35400,37090,38250,40260,41170
E01004003,Southwark 023B,E09000028,Southwark,21010,21420,22170,23630,23830,25390,26310,27320,28700,29670,31310,32100
E01004004,Southwark 023C,E09000028,Southwark,23300,23700,24470,26020,26180,27820,28760,29780,31210,32170,33870,34630
E01004005,Southwark 023D,E09000028,Southwark,19530,20010,20820,22300,22600,24200,25200,26280,27730,28790,30510,31400
E01004006,Southwark 023E,E09000028,Southwark,22520,23020,23880,25510,25780,27510,28560,29700,31250,32340,34170,35070
E01004007,Southwark 018E,E09000028,Southwark,21070,21340,21950,23260,23340,24730,25510,26370,27580,28390,29850,30490
E01004008,Southwark 022B,E09000028,Southwark,21390,21720,22390,23780,23900,25380,26210,27130,28410,29280,30810,31490
E01004010,Southwark 022D,E09000028,Southwark,23230,23420,23970,25270,25210,26580,27260,28030,29160,29860,31230,31730
E01004011,Southwark 019B,E09000028,Southwark,20340,20670,21330,22670,22820,24270,25120,26050,27340,28240,29780,30510
E01004012,Southwark 019C,E09000028,Southwark,21340,21780,22570,24090,24340,25970,26950,28010,29460,30480,32190,33010
E01004013,Southwark 019D,E09000028,Southwark,21560,21800,22400,23700,23750,25140,25900,26740,27950,28750,30200,30820
E01004014,Southwark 019E,E09000028,Southwark,22880,22920,23310,24430,24230,25390,25880,26440,27330,27800,28870,29120
E01004015,Southwark 028C,E09000028,Southwark,29690,30380,31520,33640,33940,36150,37440,38830,40730,42030,44280,45310
E01004016,Southwark 029B,E09000028,Southwark,27640,28180,29130,31000,31200,33160,34280,35500,37190,38350,40360,41260
E01004017,Southwark 029C,E09000028,Southwark,28710,29360,30450,32500,32800,34950,36220,37580,39450,40740,42950,43970
E01004018,Southwark 032E,E09000028,Southwark,29660,30390,31570,33740,34110,36410,37790,39280,41300,42730,45120,46280
E01004019,Southwark 026C,E09000028,Southwark,25670,26150,27050,28800,29030,30900,32000,33200,34860,36010,37980,38910
E01004020,Southwark 029D,E09000028,Southwark,24890,25340,26170,27830,27990,29740,30730,31820,33340,34370,36190,37010
E01004021,Southwark 028D,E09000028,Southwark,29630,30350,31510,33660,34000,36240,37560,38980,40920,42260,44540,45600
E01004022,Southwark 004C,E09000028,Southwark,23580,24030,24860,26490,26720,28490,29550,30710,32300,33430,35330,36270
E01004023,Southwark 004D,E09000028,Southwark,23580,23860,24510,25940,26000,27550,28420,29380,30750,31690,33350,34110
E01004024,Southwark 011C,E09000028,Southwark,22020,22160,22650,23870,23830,25140,25830,26600,27740,28480,29880,30460
E01004027,Southwark 003E,E09000028,Southwark,26460,27270,28480,30570,31000,33150,34450,35820,37660,38930,41070,42060
E01004028,Southwark 004E,E09000028,Southwark,22020,22500,23340,24940,25230,26970,28060,29240,30840,32010,33920,34900
E01004029,Southwark 001A,E09000028,Southwark,31780,32370,33400,35450,35570,37660,38760,39950,41660,42730,44750,45520
E01004030,Southwark 007A,E09000028,Southwark,26180,26520,27260,28870,28950,30660,31600,32640,34120,35100,36880,37640
E01004031,Southwark 007B,E09000028,Southwark,25590,25850,26510,28010,28010,29600,30440,31380,32740,33630,35280,35960
E01004032,Southwark 001B,E09000028,Southwark,32500,33150,34260,36420,36590,38790,39980,41270,43080,44250,46400,47250
E01004033,Southwark 007C,E09000028,Southwark,23600,23830,24420,25790,25790,27250,28030,28890,30150,30980,32510,33140
E01004034,Southwark 007D,E09000028,Southwark,23530,23720,24270,25590,25550,26950,27690,28500,29710,30490,31960,32550
E01004035,Southwark 011D,E09000028,Southwark,22250,22360,22820,24010,23920,25200,25840,26570,27660,28350,29680,30200
E01004036,Southwark 007E,E09000028,Southwark,22510,22690,23230,24510,24480,25850,26570,27370,28550,29310,30750,31340
E01004037,Southwark 010B,E09000028,Southwark,24290,24460,25000,26320,26230,27610,28300,29060,30210,30910,32310,32820
E01004038,Southwark 010C,E09000028,Southwark,24950,25160,25760,27160,27100,28580,29330,30160,31390,32160,33650,34210
E01004039,Southwark 013B,E09000028,Southwark,24410,24680,25330,26770,26790,28320,29130,30030,31340,32180,33760,34400
E01004040,Southwark 013C,E09000028,Southwark,20670,20840,21350,22530,22510,23770,24440,25180,26270,26980,28310,28860
E01004041,Southwark 013D,E09000028,Southwark,21980,22190,22750,24030,24030,25390,26110,26920,28080,28850,30260,30850
E01004042,Southwark 010D,E09000028,Southwark,20600,20900,21540,22870,22990,24410,25220,26110,27360,28220,29710,30400
E01004043,Southwark 010E,E09000028,Southwark,23170,23680,24560,26230,26510,28300,29390,30580,32180,33330,35240,36190
E01004044,Southwark 013E,E09000028,Southwark,21160,21610,22390,23910,24160,25790,26790,27870,29350,30410,32180,33060
E01004045,Southwark 027A,E09000028,Southwark,24390,24630,25250,26660,26640,28120,28900,29750,31010,31810,33330,33930
E01004046,Southwark 028E,E09000028,Southwark,29100,29910,31160,33390,33830,36170,37590,39120,41170,42620,45030,46200
E01004047,Southwark 027B,E09000028,Southwark,22880,23200,23890,25340,25440,26980,27850,28810,30170,31090,32720,33460
E01004048,Southwark 027C,E09000028,Southwark,28850,29260,30110,31900,31980,33870,34900,36020,37630,38690,40610,41420
E01004049,Southwark 027D,E09000028,Southwark,24160,24630,25480,27140,27360,29120,30160,31300,32860,33940,35800,36670
E01004050,Southwark 024D,E09000028,Southwark,29850,30440,31490,33510,33720,35820,37000,38260,40030,41200,43290,44180
E01004051,Southwark 027E,E09000028,Southwark,29860,30360,31300,33230,33370,35390,36510,37730,39450,40580,42630,43490
E01004052,Southwark 024E,E09000028,Southwark,27440,28300,29580,31800,32320,34660,36120,37680,39740,41230,43640,44840
E01004053,Southwark 001C,E09000028,Southwark,34510,35140,36250,38450,38560,40810,41990,43260,45080,46210,48370,49170
E01004054,Southwark 001D,E09000028,Southwark,34040,34700,35860,38100,38260,40550,41770,43100,44970,46170,48390,49250
E01004055,Southwark 001E,E09000028,Southwark,24930,25550,26530,28340,28610,30490,31600,32780,34410,35530,37450,38340
E01004056,Southwark 008A,E09000028,Southwark,29990,30420,31300,33140,33200,35120,36140,37270,38890,39940,41890,42680
E01004057,Southwark 008B,E09000028,Southwark,30550,30940,31780,33590,33600,35490,36470,37560,39140,40150,42070,42820
E01004058,Southwark 008C,E09000028,Southwark,34490,34960,35930,38010,38020,40170,41290,42510,44290,45420,47560,48390
E01004059,Southwark 008D,E09000028,Southwark,34570,34920,35760,37690,37570,39560,40520,41580,43190,44150,46100,46760
E01004060,Southwark 008E,E09000028,Southwark,28470,28760,29480,31090,31040,32730,33580,34530,35940,36830,38540,39200
E01004061,Southwark 025A,E09000028,Southwark,27580,28330,29510,31630,32050,34270,35630,37090,39040,40430,42730,43850
