,LSOA21NM,OBJECTID,LSOA21CD,SHAPE_Leng,SHAPE_Area,geometry
42,Barking and Dagenham 021C,43,E01000049,2667.6023203343934,212209.78317144004,"POLYGON ((544862 183663, 544910 183646, 544942 183588, 544997 183567, 545107 183617, 545180 183483, 545095 183438, 545130 183351, 545136 183284, 544808 183186, 544445 183038, 544424 183042, 544482 183313, 544512 183331, 544519 183319, 544542 183358, 544585 183375, 544583 183392, 544617 183372, 544633 183389, 544662 183384, 544691 183405, 544694 183437, 544730 183383, 544768 183410, 544802 183373, 544832 183394, 544822 183418, 544846 183428, 544840 183461, 544776 183573, 544838 183615, 544835 183653, 544862 183663))"
43,Barking and Dagenham 019C,44,E01000050,2278.51769808448,137654.72704835574,"POLYGON ((544751 184064, 544999 183863, 544886 183817, 544921 183772, 544902 183754, 544920 183727, 544944 183707, 544968 183727, 544972 183681, 545016 183628, 544991 183575, 544960 183580, 544910 183646, 544858 183664, 544835 183653, 544838 183615, 544778 183581, 544788 183544, 544764 183531, 544749 183556, 544642 183488, 544627 183556, 544685 183571, 544628 183639, 544692 183655, 544617 183784, 544633 183812, 544632 183859, 544603 183903, 544539 183925, 544722 184068, 544751 184064))"
44,Barking and Dagenham 021D,45,E01000051,1103.3363693396695,66632.49489923225,"POLYGON ((544603 183903, 544634 183851, 544617 183784, 544692 183655, 544655 183636, 544646 183650, 544553 183591, 544517 183640, 544478 183622, 544346 183826, 544423 183888, 544495 183891, 544539 183925, 544603 183903))"
45,Barking and Dagenham 019D,46,E01000052,2609.8733748209966,199636.41201664053,"POLYGON ((545010 183858, 545436 183627, 545803 183488, 545136 183284, 545130 183351, 545095 183438, 545178 183488, 545107 183617, 544997 183567, 545016 183628, 544972 183681, 544968 183727, 544944 183707, 544920 183727, 544902 183754, 544921 183772, 544886 183817, 545010 183858))"
46,Barking and Dagenham 020A,47,E01000053,3039.711057739503,180905.18429216932,"POLYGON ((549088 183994, 549105 183675, 549074 183608, 548840 183556, 548600 183535, 548510 183469, 548498 183490, 548519 183500, 548508 183542, 548554 183544, 548524 183623, 548498 183611, 548460 183640, 548351 183641, 548419 183714, 548506 183694, 548526 183713, 548538 183786, 548475 183772, 548485 183808, 548413 183820, 548450 183853, 548541 183840, 548577 183796, 548667 183860, 548683 183805, 548747 183808, 548777 183748, 548836 183775, 548875 183716, 548884 183740, 548915 183747, 548917 183797, 548892 183829, 548930 183866, 548927 183913, 548988 183995, 549088 184008, 549088 183994))"
47,Barking and Dagenham 018A,48,E01000054,2872.4635939295704,171139.94315329357,"POLYGON ((547988 184369, 547999 184340, 548057 184352, 548119 184238, 548156 184220, 548191 184267, 548165 184284, 548150 184338, 548257 184347, 548289 184319, 548265 184288, 548267 184223, 548309 184193, 548293 184152, 548240 184148, 548169 184186, 548178 184112, 548150 184040, 548113 184017, 548086 184022, 548053 183996, 548013 184023, 547978 183988, 548009 183953, 547979 183927, 547983 183887, 548122 183884, 548154 183850, 547803 183855, 547837 183891, 547805 183925, 547852 183971, 547814 184003, 547766 183982, 547722 184004, 547712 184032, 547789 184097, 547800 184180, 547836 184217, 547816 184246, 547853 184360, 547971 184382, 547988 184369))"
48,Barking and Dagenham 018B,49,E01000055,2453.795178049123,146059.17420362512,"POLYGON ((547387 184289, 547444 184259, 547438 184204, 547537 184200, 547588 184238, 547593 184139, 547624 184129, 547656 184130, 547653 184151, 547672 184170, 547774 184201, 547793 184192, 547789 184097, 547712 184032, 547722 184004, 547766 183982, 547814 184003, 547852 183971, 547804 183925, 547836 183889, 547803 183855, 547293 183854, 547292 183884, 547324 183889, 547311 183971, 547323 183991, 547384 183960, 547439 183993, 547450 184019, 547439 184040, 547380 184072, 547405 184122, 547367 184176, 547339 184280, 547387 184289))"
49,Barking and Dagenham 018C,50,E01000056,3470.390684851033,243571.5945744521,"POLYGON ((548314 184197, 548369 184188, 548408 184143, 548453 184123, 548467 184081, 548429 184043, 548655 183939, 548675 183850, 548655 183853, 548577 183796, 548541 183840, 548436 183845, 548413 183820, 548485 183808, 548473 183772, 548538 183786, 548526 183713, 548506 183694, 548419 183714, 548351 183641, 548460 183640, 548498 183611, 548524 183623, 548554 183544, 548508 183542, 548511 183489, 548470 183523, 548333 183571, 548185 183602, 548066 183593, 548164 183754, 548160 183849, 548122 183884, 547983 183887, 547979 183927, 548009 183953, 547978 183988, 548013 184023, 548053 183996, 548086 184022, 548113 184017, 548150 184040, 548178 184112, 548169 184186, 548240 184148, 548293 184152, 548314 184197))"
50,Barking and Dagenham 012A,51,E01000057,3001.136047514223,147679.38861512905,"POLYGON ((547882 184396, 547884 184368, 547850 184356, 547816 184246, 547836 184219, 547820 184198, 547800 184180, 547774 184201, 547672 184170, 547654 184129, 547593 184139, 547588 184238, 547537 184200, 547438 184204, 547443 184260, 547392 184288, 547343 184283, 547343 184236, 547405 184122, 547380 184072, 547439 184040, 547450 184019, 547439 183993, 547384 183960, 547323 183991, 547311 183971, 547324 183889, 547292 183884, 547271 184312, 547657 184360, 547647 184521, 547855 184550, 547882 184396))"
51,Barking and Dagenham 018D,52,E01000058,2402.493795256738,182188.00324300522,"POLYGON ((548538 184402, 548537 184387, 548492 184360, 548404 184369, 548369 184320, 548328 184315, 548336 184265, 548309 184197, 548267 184223, 548265 184288, 548287 184325, 548257 184347, 548150 184338, 548165 184284, 548191 184267, 548156 184220, 548119 184238, 548057 184352, 547999 184340, 547988 184376, 547971 184382, 547884 184368, 547855 184550, 548519 184639, 548586 184540, 548550 184502, 548561 184472, 548529 184441, 548538 184402))"
52,Barking and Dagenham 013C,53,E01000059,2820.046927198054,208415.8166698716,"POLYGON ((548685 184369, 548730 184323, 548736 184278, 548760 184260, 548681 184072, 548776 184057, 548849 184023, 548900 184029, 548914 183987, 548933 183986, 548938 184002, 548988 183995, 548927 183913, 548930 183866, 548892 183829, 548917 183797, 548915 183747, 548884 183740, 548875 183716, 548836 183775, 548777 183748, 548747 183808, 548683 183805, 548655 183939, 548429 184043, 548467 184081, 548453 184123, 548408 184143, 548369 184188, 548309 184194, 548336 184265, 548328 184315, 548369 184320, 548404 184369, 548473 184358, 548536 184386, 548529 184441, 548561 184472, 548550 184502, 548586 184540, 548645 184415, 548685 184369))"
53,Barking and Dagenham 006B,54,E01000060,5656.073940788131,550065.9536801261,"POLYGON ((549134 186913, 549150 186852, 549130 186793, 549173 186753, 549241 186727, 549354 186727, 549464 186738, 549504 186765, 549710 186556, 549717 186649, 549700 186722, 549735 186769, 550429 186734, 550428 186519, 550405 186431, 550059 186401, 550059 186320, 549937 186310, 549910 186403, 549819 186402, 549806 186454, 549705 186484, 549699 186407, 549764 186386, 549761 186338, 549564 186344, 549557 186385, 549493 186382, 549494 186283, 549463 186275, 549428 186286, 549418 186439, 549379 186463, 549381 186252, 549336 186252, 549335 186307, 549306 186353, 549286 186342, 549279 186357, 549256 186358, 549255 186254, 549154 186255, 549143 186405, 549156 186429, 549075 186437, 549070 186414, 549027 186392, 548992 186459, 548958 186427, 548934 186440, 548986 186696, 548983 186875, 549134 186913))"
54,Barking and Dagenham 006C,55,E01000061,4279.043643078899,610455.5211521218,"POLYGON ((549670 187222, 549689 187222, 549801 187121, 549872 187009, 549951 186961, 550271 187161, 550393 187189, 550429 186734, 549735 186769, 549700 186722, 549717 186649, 549710 186556, 549504 186765, 549464 186738, 549264 186725, 549200 186739, 549133 186785, 549135 186839, 549150 186852, 549144 186912, 549129 186913, 549142 187211, 549129 187336, 549155 187341, 549146 187384, 549402 187450, 549670 187222))"
55,Barking and Dagenham 006D,56,E01000062,3005.469262006259,221342.8667114819,"POLYGON ((549379 186463, 549418 186439, 549428 186286, 549525 186275, 549528 186220, 549554 186220, 549564 186202, 549567 186140, 549624 186145, 549619 186020, 549557 186028, 549547 185961, 549507 185922, 549506 185899, 549473 185899, 549470 185931, 549414 185925, 549389 185944, 549354 185943, 549343 185903, 549363 185858, 549324 185843, 549342 185801, 549141 185788, 549138 185817, 549101 185828, 549023 185818, 549002 185872, 549020 185931, 549090 185925, 549144 185960, 549107 186017, 549040 186066, 549052 186138, 549027 186160, 549062 186193, 549077 186263, 549255 186254, 549256 186358, 549279 186357, 549286 186342, 549306 186353, 549335 186307, 549336 186252, 549381 186252, 549379 186463))"
56,Barking and Dagenham 004A,57,E01000063,2551.498345616715,181220.79935648188,"POLYGON ((548933 186439, 548958 186427, 548992 186459, 549027 186392, 549070 186414, 549075 186437, 549156 186429, 549143 186405, 549154 186254, 549077 186263, 549062 186193, 549027 186160, 548964 186186, 548934 186160, 548943 186147, 548912 186135, 548896 186069, 548830 186002, 548823 186019, 548787 186018, 548759 186010, 548741 185972, 548694 185979, 548676 186020, 548725 186041, 548698 186139, 548817 186283, 548620 186271, 548604 186570, 548814 186585, 548820 186534, 548844 186492, 548933 186439))"
57,Barking and Dagenham 006E,58,E01000064,2923.4872934874325,208816.83248114696,"POLYGON ((549753 186478, 549806 186454, 549816 186425, 549830 186165, 549886 186029, 549913 185841, 549578 185768, 549435 185802, 549330 185805, 549324 185843, 549363 185858, 549343 185903, 549354 185943, 549389 185944, 549414 185925, 549470 185931, 549473 185899, 549506 185899, 549507 185922, 549547 185961, 549557 186028, 549617 186017, 549625 186037, 549629 186134, 549624 186145, 549567 186140, 549564 186202, 549554 186220, 549528 186220, 549525 186275, 549494 186283, 549493 186382, 549557 186385, 549564 186344, 549761 186338, 549764 186386, 549699 186407, 549705 186484, 549753 186478))"
58,Barking and Dagenham 007A,59,E01000065,2928.8292119007892,233555.7794674885,"POLYGON ((549116 186007, 549144 185960, 549090 185925, 549020 185931, 549002 185872, 549023 185818, 549101 185828, 549138 185817, 549141 185788, 548982 185769, 548565 185733, 548491 185761, 548321 185869, 548209 185902, 548377 186009, 548698 186139, 548725 186041, 548676 186020, 548694 185979, 548741 185972, 548759 186010, 548787 186018, 548823 186019, 548830 186002, 548896 186069, 548912 186135, 548943 186147, 548934 186160, 548964 186186, 549050 186148, 549040 186066, 549116 186007))"
59,Barking and Dagenham 011A,60,E01000066,2628.7090934263338,244939.87330046555,"POLYGON ((546177 185558, 546186 185497, 546239 185409, 546260 185412, 546359 185196, 546390 185065, 546384 185027, 546315 184970, 546241 184964, 546218 184946, 546143 184821, 546140 184778, 545965 184846, 545928 184788, 545840 184780, 545816 184800, 545919 184962, 545954 185093, 545994 185093, 545983 185235, 545934 185350, 546074 185416, 546056 185452, 546088 185477, 546026 185555, 546126 185665, 546177 185558))"
60,Barking and Dagenham 011B,61,E01000067,2663.4246033059035,192455.99089300272,"POLYGON ((546026 185555, 546088 185477, 546056 185452, 546074 185416, 545934 185350, 545980 185248, 545996 185116, 545985 185086, 545954 185093, 545938 185016, 545821 185030, 545778 184954, 545701 184880, 545678 184897, 545665 184947, 545737 185036, 545707 185050, 545635 185040, 545601 185056, 545602 185126, 545583 185152, 545501 185097, 545472 185129, 545388 185071, 545385 185089, 545342 185120, 545554 185255, 545706 185382, 546026 185555))"
61,Barking and Dagenham 016E,62,E01000068,3362.8375016834025,339811.1283697202,"POLYGON ((544701 185123, 544761 185029, 544790 185054, 544963 184838, 544899 184797, 544935 184771, 544969 184788, 545148 184630, 545199 184685, 545380 184520, 545327 184475, 545348 184448, 545326 184429, 545346 184408, 545326 184382, 545378 184331, 545324 184283, 545268 184281, 545255 184258, 545272 184184, 544752 184636, 544676 184674, 544338 184928, 544438 184975, 544435 185015, 544489 185037, 544672 185170, 544701 185123))"
62,Barking and Dagenham 011C,63,E01000069,3273.745341399266,200593.25218112004,"POLYGON ((545728 185046, 545737 185036, 545723 185009, 545665 184947, 545689 184885, 545707 184879, 545768 184941, 545821 185030, 545911 185026, 545938 185016, 545919 184962, 545816 184800, 545840 184780, 545928 184788, 545965 184846, 546085 184796, 546007 184677, 545865 184604, 545770 184721, 545764 184670, 545809 184621, 545798 184561, 545753 184496, 545798 184433, 545834 184435, 545773 184402, 545746 184462, 545658 184495, 545643 184479, 545575 184560, 545586 184621, 545498 184734, 545425 184898, 545444 184940, 545434 184954, 545478 184970, 545472 184998, 545496 185028, 545555 185004, 545586 184947, 545647 184988, 545635 185040, 545728 185046))"
63,Barking and Dagenham 011D,64,E01000070,3977.3416187171065,391783.8559216173,"POLYGON ((545261 185066, 545342 185120, 545385 185089, 545388 185071, 545472 185129, 545501 185097, 545583 185152, 545602 185126, 545594 185068, 545635 185040, 545647 184988, 545586 184947, 545555 185004, 545496 185028, 545472 184998, 545478 184970, 545434 184954, 545444 184940, 545425 184898, 545498 184734, 545586 184621, 545577 184564, 545536 184609, 545489 184607, 545380 184520, 545199 184685, 545148 184630, 544969 184788, 544928 184772, 544899 184797, 544963 184838, 544790 185054, 544761 185029, 544672 185170, 544755 185233, 545046 185299, 545070 185325, 545115 185336, 545128 185426, 545185 185487, 545175 185359, 545261 185066))"
64,Barking and Dagenham 011E,65,E01000071,3492.8554939031073,270535.495263997,"POLYGON ((546058 184611, 546024 184582, 546021 184561, 546126 184365, 546131 184299, 545296 184162, 545272 184184, 545255 184258, 545268 184281, 545324 184283, 545378 184331, 545326 184382, 545346 184408, 545326 184429, 545348 184448, 545327 184475, 545489 184607, 545536 184609, 545643 184479, 545658 184495, 545738 184468, 545773 184402, 545834 184435, 545798 184433, 545753 184496, 545798 184561, 545809 184621, 545764 184670, 545770 184721, 545865 184604, 546007 184677, 546087 184800, 546140 184778, 546136 184751, 546097 184717, 546058 184611))"
65,Barking and Dagenham 017E,66,E01000072,3673.2091466594406,520104.2262872603,"POLYGON ((546669 185215, 546699 185238, 546768 185207, 546740 185056, 546781 185039, 546779 184987, 546692 184971, 546679 184960, 546688 184933, 546739 184916, 546740 184860, 546846 184789, 546823 184764, 546858 184718, 546777 184654, 546771 184618, 546885 184585, 546926 184620, 546953 184582, 546979 184429, 546131 184299, 546126 184365, 546031 184532, 546021 184575, 546059 184613, 546097 184717, 546135 184748, 546141 184812, 546164 184865, 546233 184960, 546306 184966, 546369 185004, 546389 185046, 546381 185104, 546536 185114, 546635 185138, 546639 185244, 546669 185215))"
66,Barking and Dagenham 012B,67,E01000073,3599.104155680769,284641.85261326475,"POLYGON ((546339 185518, 547034 185348, 547012 185281, 546982 185283, 546958 185172, 546904 185144, 546926 185087, 546916 185042, 546890 185049, 546875 185011, 546951 185002, 546982 185017, 547010 184959, 547044 184931, 547037 184881, 546840 184741, 546822 184767, 546846 184789, 546742 184858, 546739 184916, 546688 184933, 546679 184960, 546722 184985, 546779 184987, 546781 185039, 546740 185056, 546768 185207, 546709 185236, 546694 185238, 546672 185213, 546639 185244, 546635 185138, 546536 185114, 546381 185104, 546359 185196, 546273 185389, 546260 185412, 546239 185409, 546182 185510, 546339 185518))"
67,Barking and Dagenham 012C,68,E01000074,2052.2011889560354,164129.1473189039,"POLYGON ((547313 185364, 547346 185349, 547329 185276, 547406 185262, 547427 185205, 547370 185121, 547242 185025, 547259 184997, 547235 184978, 547199 184873, 547152 184846, 547096 184863, 547063 184843, 547024 184850, 547011 184863, 547037 184881, 547044 184931, 547010 184959, 546982 185017, 546951 185002, 546875 185011, 546890 185049, 546916 185042, 546928 185095, 546904 185144, 546958 185172, 546982 185283, 547012 185281, 547034 185348, 547230 185300, 547248 185372, 547313 185364))"
68,Barking and Dagenham 012D,69,E01000075,3235.5282113195867,517518.6671687563,"POLYGON ((547489 185257, 547530 185251, 547544 185269, 547689 185286, 547695 185262, 547797 185286, 547869 185000, 548097 184712, 548079 184684, 548100 184582, 547647 184521, 547657 184360, 547524 184345, 547507 184377, 547385 184410, 547355 184569, 547307 184574, 547265 184822, 547199 184873, 547235 184978, 547259 184997, 547242 185025, 547370 185121, 547488 185295, 547475 185265, 547489 185257))"
69,Barking and Dagenham 012E,70,E01000076,2424.1583709781235,190555.3563759796,"POLYGON ((547240 184846, 547268 184813, 547307 184574, 547355 184569, 547385 184410, 547507 184377, 547524 184345, 547271 184312, 547252 184418, 547266 184420, 547259 184468, 546979 184429, 546953 184582, 546926 184620, 546885 184585, 546771 184618, 546777 184654, 546858 184718, 546841 184741, 547011 184865, 547058 184844, 547096 184863, 547152 184846, 547199 184873, 547240 184846))"
70,Barking and Dagenham 008F,71,E01000077,1901.6786187001067,173824.5859904738,"POLYGON ((547548 185377, 547427 185205, 547406 185262, 547329 185276, 547346 185349, 547291 185374, 547248 185372, 547332 185732, 547803 185805, 547805 185759, 547548 185377))"
71,Barking and Dagenham 007B,72,E01000078,2560.2699560752044,175836.45822231236,"POLYGON ((548080 185916, 548055 185906, 548057 185882, 548125 185793, 548091 185745, 548093 185715, 548038 185712, 548034 185674, 548003 185645, 547960 185665, 547943 185705, 547899 185665, 548011 185523, 548000 185509, 547947 185519, 547906 185473, 547821 185492, 547819 185564, 547776 185554, 547734 185591, 547709 185569, 547688 185583, 547805 185759, 547794 185812, 547815 185815, 547844 185854, 547831 186055, 547902 186063, 547903 186123, 547937 186182, 547934 186229, 548036 186236, 548069 186206, 548057 186176, 548098 186162, 548140 186118, 548145 186031, 548119 185993, 548072 185967, 548093 185931, 548080 185916))"
72,Barking and Dagenham 009E,73,E01000079,3487.1866680730805,309703.52495495504,"POLYGON ((548527 185534, 548640 185527, 548694 185481, 548698 185460, 548881 185369, 548865 185334, 548935 185249, 548903 185211, 548851 185241, 548763 185222, 548693 185261, 548620 185129, 548648 185111, 548599 185023, 548389 185143, 548267 184979, 547932 184918, 547869 185000, 547857 185059, 548035 185108, 548034 185423, 548069 185455, 548199 185312, 548257 185330, 548288 185366, 548285 185399, 548308 185407, 548319 185378, 548360 185381, 548408 185410, 548436 185402, 548471 185426, 548515 185411, 548517 185469, 548538 185485, 548530 185502, 548489 185513, 548527 185534))"
